comment_id,comment
1704,no great cues swing mkts either way 
1705,mkts may see small trading upmove 
1707,teetering times mkts qtr 
1708,terrible week mkt nifty junior remains worst performer 
1709,perfectly dreadful session trade inflation 
1710,fertiliser sector stronger bet traders 
1711,watch levels 
1713,june dreadful series markets nifty ends 
1714,markets volatile rate sensitives struggle ril strong 
1715,see decoupling asian currencies 
1716,optimism back mkts 
1718,current downtrend likely continue till early 
1719,see downside mkts 
1720,dont see k- mkt bounceback 
1721,see cut pan-india realty prices oct 
1723,mkts may not see pain receding 
1724,see complete capitulation mkts 
1725,bharti bhel icici bk clsa best & brightest 
1726,infoline sees earnings downgrade qtr 
1728,cairn good defensive play 
1732,archidply ind not rate 
1733,bad inflation nos may push mkts lower 
1734,signs claw back 
1735,get stocks mths perspective 
1737,archies quite excited 
1741,first winner deserves 
1742,see nifty below today amidst political turbulence 
1743,steady upmove better v-shaped recovery 
1744,media ad revenue growth slowdown 
1747,even pts rally may relieve mkts 
1749,sees downside mkts 
1751,downside banking stocks 
1753,dismal day trade 
1755,lotus eye fair value 
1757,mkts may less exuberant today 
1758,morgan stanley sees mkt bottom around 
1759,expect infy raise guidance 
1760,expect infy raise guidance slightly 
1761,mkts rally crude bounces back 
1762,precious metals safeguard crisis 
1763,sap ruling hit bottomlines sugar cos 
1764,ind dangerous nifty 
1768,concerns re 
1770,mkts trade lackluster low volumes no conviction 
1771,volumes extremely low mkts disastrous listing ksk 
1774,infosys likely zone 
1775,mkts devoid confidence conviction 
1776,mkts need trigger bigger earnings 
1777,upa trust vote key factor next hrs 
1778,good rally banks real estate infrastructure stocks 
1779,unsure todays pullback rally continue 
1780,good bad & ugly 
1781,idfc safest bet 
1782,bhel abb safer bets 
1783,stay ranbaxy 
1786,nifty closes below 
1794,experts sees mkts rallying govt wins trust vote 
1798,bull mkt may not resume soon 
1799,crude poses more risk politics mkts 
1801,asia decoupling us 
1803,post rate hike 
1804,monetary policy determine course mkts 
1805,poor volumes indicate lack conviction higher levels 
1807,ongc net sales seen up cr 
1808,l&t posts nos ahead expectations 
1809,see bps hike crr repo rates 
1810,monetary policy f&o settlement imp triggers wk 
1811,mkts trade sideways near-term 
1812,mkts correct current levels 
1813,mkts midst uptrend 
1815,mkts shrug weak cues end strong 
1816,mkts end july series placid note 
1817,mahindra may not perform more time 
1818,placid day last trading day july series day 
1820,crude bad news may impact sentiment 
1821,us housing prices key mkt movements 
1824,medium-term sustainability still challenging 
1829,space looks weak 
1830,frontline indices witness volatility 
1834,hcl tech looks cheap 
1836,cautious domestic demand story 
1837,mkts no mans land amidst mixed cues 
1838,nifty pausing upward rally 
1839,sugar strong sector may correct near term 
1840,inflation not make significant dent 
1843,markets see stellar start close tame 
1844,indian inflation risks still skewed upside 
1845,new reforms bond yield below play big role banks 
1847,crude-triggered rally may last 
1851,sugar still remains relatively strong sector 
1854,sebi meet fiis p-notes trigger mkts next week 
1855,mkts end week marginally up consolidation continues 
1856,expect upside jagran prakashan 
1857,time sebi re-look qib subscription & allocation 
1858,govt use buffer cool sugar prices 
1859,government may interfere sugar pricing 
1861,sebi move not affect mkts much 
1862,mkts trade thursday inline cues 
1863,new f&o stocks perform extremely well today 
1865,banks could retrace bit 
1866,mkts await sebi board meet outcome today 
1869,nifty may not sustain levels 
1870,mkts continue upward trajectory 
1871,far market rally current levels 
1873,imperial energy offers stake ovl 
1874,banks may trade within range 
1875,mkts witness lackluster trade 
1879,fiis view revolution 
1880,cant say crude prices peaked 
1881,see mkts rallying 
1884,crude prices set mkt course ahead 
1885,mkts may rally points today 
1887,expect nifty expiry levels 
1888,last one-hour critical markets 
1889,inflation crude gdp nos may nudge nifty range 
1890,inflation f&o expiry pressures spook mkts 
1891,chennai petro looks cheap 
1892,firstsource solutions trading fair value 
1893,nu tek fair value 
1894,deal flow help mkts going ahead 
1895,mkts still rangebound no breakout visible 
1896,ril submits proposal transfer stake kg-d basin 
1898,experts differ road ahead mkts sept 
1899,mphasis go beyond 
1902,ril may go 
1903,friday mood may get punctured 
1904,mkts pierce levels 
1905,mkts cheer inflation shrug gdp nos 
1906,years independence 
1907,nifty likely close 
1910,nsg freddie-fannie news pep mkts 
1911,nsg waiver give sentiment boost mkts 
1912,mkts catch chill nsg outcome key 
1913,technology metals banks real estate stks hammered 
1915,austral cokes fair value discount ipo 
1916,ranbaxy labs remain pressure 
1917,see pause mkt momentum today 
1918,big rally rate sensitives stocks 
1919,nifty may see levels today 
1921,situation us worsen 
1922,see rangebound mkts next six months 
1923,nifty likely trade range no trend seen 
1924,guide vedanta restructuring process 
1925,sees value unlocking post- vedanta restructuring 
1927,sugar stocks may remain range 
1928,mkts may get pegged back today 
1929,nsg waiver boost mkts us bailout steals thunder 
1930,nifty closes below 
1931,big day across markets 
1933,sensex may not see new high many yrs 
1934,morgan stanley underweight stocks 
1936,better cues may salvage mkts today 
1937,mkts crumble weak cues 
1938,see nifty bottoming 
1940,mkt trade rangebound till breaks 
1942,mallya strike healthy premium united spirit 
1943,nervousness gradually creeping mkts 
1947,gear up rocky ride ahead 
1948,mkts eye cues decide future course 
1949,terrible day markets volumes perk up 
1951,mkts stay focused us cues 
1952,private banks may correct 
1954,mkts continue four-day losing stream collapses 
1955,technology ril icici bank drag markets 
1956,cautious & underweight sector 
1957,mkts showing resilience around lows 
1958,see more extented pain mkts 
1959,volumes strong may inching towards -lakh cr 
1960,nifty precariously poised levels 
1961,mkt trade rangebound months 
1962,institutions edgy sterlite icici bank 
1964,q good psu banks 
1965,nifty may move up drift around 
1967,psu banks oil marketing cos bounce back 
1968,manufacturing sector looks more secure 
1970,changing energy landscape way 
1971,things havent changed materially ril 
1972,fridays performance may pep mkts 
1974,watch cues everything else 
1975,mkts rally start large caps 
1976,fantastic end turbulent week mkts 
1977,nifty stay range next qtrs 
1979,unitech loses nearly last -day 
1980,nifty trade ranged 
1981,mkt may get stuck trading range 
1982,mkts end rangebound ahead triple witching 
1983,time eye asbestos cement sheets sector 
1984,sees weak us growth post crisis 
1985,us government bailout package expected work 
1986,ranbaxy see constant supply higher levels 
1987,gear up more volatility mkts 
1989,expect huge unwinding ahead expiry 
1990,crude bounces back around 
1991,mkts still amidst turbulent cues 
1992,mkts dip vols cool volatility subsides nerves settle 
1994,mkts gloom doom scenario 
1995,suzlon not cheap 
1996,valuations great right 
1997,nifty trade rangebound around oct 
1998,volatile subdued sept series ends mkts close weak 
1999,bank good trading opportunity 
2003,mkt may see breaches levels 
2004,sterlite might get back near term 
2008,mkts pullback despite weak cues 
2009,nifty claws back 
2010,see sensex sub- nifty levels 
2012,mkt may break previous lows 
2013,nightmare session sensex nifty hit new- low 
2014,risk aversion big threat mkt 
2015,europe face round two credit crisis 
2016,tata motors may go around rights issue 
2017,gear up tough morning today 
2019,mkts state flux stay cash 
2022,mkts trend low next months 
2023,mkts may not react bailout news 
2024,bailout little impact mkts 
2027,nifty claws back close sensex back 
2028,large changes bailout package risky mkts 
2031,difficult predict mkt direction 
2032,mkts may stay volatile downtrend continue 
2035,mkts remain choppy till banking woes end 
2040,microns fully priced issue 
2041,icici bank seems amply liquid 
2042,banks require active recapitalisation 
2044,worse slowdown yet hit markets 
2045,mkts close bottom stay consolidated 
2046,crr cut not big alleviation markets 
2047,world going recession depression unlikely 
2048,rate cuts may provide relief battered mkts 
2049,markets see substantial recovery 
2051,infosys conservative company 
2052,situation grim indian mkts 
2054,tata steel hindalco worry investors bit 
2056,markets still not completely 
2057,interbank mkt risks spilling corporates 
2058,core projects drops severely due margin calls 
2060,end turmoil speak 
2061,big problems still exist without quick remedies 
2062,regulatory actions fuel mkt pullback 
2063,nifty likely go back level 
2064,good day trade big debacle last week 
2066,no substantial investments korea 
2068,ril plummeted 
2071,sept-dec qtr worst mkts 
2072,effect crude 
2073,dont presumptuous levels 
2075,see short-term range mkt 
2076,terrible session markets nifty breaks 
2078,nifty range 
2079,mkts pullback sebi fii missive realty rallies 
2082,flows mixed fiis desk 
2083,investors cautious big leveraged companies 
2084,intl mkts likely repo cut key triggers next week 
2085,sensex breaches no bottom sight 
2086,dip oil prices leverage indian mkts 
2087,sensex reaches sub- 
2088,ubs downgrades earnings real estate engg sectors 
2090,bears rampage 
2091,bear mkt last another mths 
2092,markets crash 
2094,lower mkt volumes hurting biz 
2095,roads ahead rough emerging mkts 
2098,fm statement may bane markets 
2099,nifty may breach 
2100,mkt near levels intl sentiment fragile 
2104,nifty claws back sensex 
2107,ril metal realty post lower nos ahead 
2109,see sensex bottom levels 
2112,pain mkts last months 
2113,suzlon may move upto 
2114,yesterdays mkt rally continue 
2115,stocks might overreacted 
2116,nifty stay range next mths 
2117,hope not empty rally 
2118,see sensex k- range next mnths 
2121,see upmove mkts 
